0,平性药物是指,A.无毒的药物,B.寒热之性不显著，药性平和的药物,C.毒性不显著的药物,D.治疗作用广泛的药物,E.以上均不是,B,B
1,下列各组药物中，属于配伍禁忌的是,A.巴豆与牵牛,B.丁香与三棱,C.牙硝与郁金,D.官桂与五灵脂,E.人参与石脂,A,A
2,下列药物中，不宜与藜芦配伍的是,A.黄芩,B.黄连,C.黄柏,D.龙胆草,E.苦参,E,E
3,胶类药物及黏性大而易溶的药物，入煎剂的用法是,A.先煎,B.后下,C.包煎,D.另煎,E.溶化,E,E
4,确定药物寒热、温凉的依据是,A.神农氏尝百草的体会,B.《素问》：'寒者热之，热者寒之',C.《本经》：'疗寒以热药，疗热以寒药',D.药物作用于人体的反应,E.诸家本草之源,D,D
5,七情配伍中，可以提高药效的配伍是,A.相杀、相反,B.相杀、相使,C.相须、相使,D.相须、相恶,E.相恶、相反,C,C
6,半夏与陈皮合用以增强燥湿化痰作用，属于哪种配伍关系,A.相畏,B.相杀,C.相须,D.相使,E.相恶,C,C
7,人参与皂荚同用，皂荚可以降低人参的补气作用，人参对皂荚而言，这种配伍关系属,A.相须,B.相使,C.相杀,D.相畏,E.相恶,E,A
8,下列药材除哪一项外均是地道药材,A.四川的附子,B.辽宁的细辛,C.云南的五味子,D.河南的牛膝,E.山东的阿胶,C,B
9,七情配伍中，可以降低药物毒副作用的配伍是,A.相须、相使,B.相杀、相反,C.相须、相恶,D.相杀、相畏,E.相畏、相使,D,A
10,七情配伍中，可以降低药物功效的配伍是,A.相须,B.相使,C.相杀,D.相畏,E.相恶,E,B
11,具有敛肺止咳作用的药物大多是何种药味,A.辛,B.甘,C.苦,D.酸,E.咸,D,D
12,治疗筋脉挛急疼痛的药物，大多是何种药味,A.酸,B.苦,C.甘,D.辛,E.咸,C,A
13,外感风热证，应选择何种性味的药物,A.辛、温,B.辛、凉,C.甘、寒,D.苦、寒,E.甘、温,B,B
14,寒凝血瘀，月经不调，少腹冷痛，当选用下列何种性味的药物,A.辛、凉,B.苦、温,C.辛、温,D.苦、寒,E.咸、寒,C,A
15,下列哪项不属于苦味药的作用,A.降泄,B.通泄,C.燥湿,D.收敛,E.清泄,D,E
16,能治疗瘰疬、痰核、癓瘕等证的药昧是,A.辛味,B.酸味,C.苦味,D.咸味,E.甘味,D,D
17,治疗热结便秘，大黄与芒硝合用，属于哪种配伍关系,A.相使,B.相须,C.相畏,D.相杀,E.相恶,B,B
18,既能疏散风热，又能熄风止痉的药物是,A.薄荷,B.蝉蜕,C.桑叶,D.菊花,E.牛蒡子,B,B
19,有“呕家圣药”之称的药物是,A.香薷,B.麻黄,C.升麻,D.生姜,E.竹茹,D,D
20,下列叙述哪一项说法是错误的,A.麻黄清表热,B.石膏清里热,C.柴胡疏散少阳半表半里之邪,D.银花透表热，清里热,E.丹皮清血热，退虚热,A,B
21,既能发汗解表，又能利水消肿的药组是,A.麻黄、荆芥,B.香薷、紫苏,C.麻黄、浮萍,D.紫苏、生姜,E.荆芥、防风,C,C
22,既能治风寒头痛、又能治疗鼻渊的药物是,A.细辛,B.麻黄,C.荆芥,D.藿香,E.薄荷,A,A
23,治疗阴暑证宜选用的药物是,A.荆芥,B.桂枝,C.细辛,D.薄荷,E.香薷,E,E
24,具有祛风胜湿止痛功效的药组是,A.防风、荆芥、白芷,B.藁本、紫苏、防风,C.防风、羌活、藁本,D.白芷、紫苏、桂枝,E.麻黄、香薷、桂枝,C,A
25,治疗肝经风热，目赤肿痛宜选用的药组是,A.柴胡、浮萍,B.牛蒡子、葛根,C.蝉蜕、升麻,D.蔓荆子、木贼,E.菊花、白芷,D,C
26,具有温肺化饮，宣通鼻窍作用的药物是,A.白芥子,B.半夏,C.生姜,D.细辛,E.橘皮,D,D
27,柴胡与升麻均具有的功效是,A.解表生津,B.清热解毒,C.疏肝解郁,D.升举阳气,E.透发麻疹,D,D
28,素体表虚，复因外感，恶风汗出，发热脉浮缓，当首选的药物是,A.薄荷,B.荆芥,C.香薷,D.防风,E.桂枝,E,E
29,紫苏最适合治疗下述哪种病证,A.外感风热，麻疹不透,B.外感风寒，表虚证,C.外感风寒，胸闷咳嗽,D.外感风寒兼湿邪头痛,E.阳虚外感,C,D
30,具有温肺化饮，宣通鼻窍作用的药物是,A.白芥子,B.半夏,C.生姜,D.细辛,E.橘皮,D,D
31,既能行气安胎，又能发表散寒，解鱼蟹毒的药物是,A.砂仁,B.黄芩,C.紫苏,D.白术,E.白豆蔻,C,C
32,既能发汗解表，又能温通经脉的药物是,A.防风,B.羌活,C.细辛,D.紫苏,E.桂枝,E,E
33,既能发散风热，又能透疹的药组是,A.葛根、升麻、麻黄,B.菊花、升麻、浮萍,C.蝉衣、升麻、桑叶,D.葛根、升麻、浮萍,E.木贼、荆芥、自僵蚕,D,B
34,下列解表药中，兼有化湿功效的是,A.紫苏,B.香薷,C.生姜,D.白芷,E.防风,B,B
35,误服生半夏中毒，能解半夏毒的药物是,A.甘草,B.绿豆,C.黄连,D.银花,E.生姜,E,A
36,下列病证除哪项外，均可选用防风治疗,A.外感风寒，头身疼痛,B.风寒湿痹，肢体疼痛,C.肝脾不和，腹痛泄泻,D.湿热痹证，痉厥抽搐,E.破伤风证，角弓反张,D,C
37,治疗外感风热，咽喉肿痛，咯痰不利，兼大便秘结者，宜选用的药物是,A.前胡,B.牛蒡子,C.薄荷,D.山豆根,E.桔梗,B,E
38,下列药物中，能燥湿止带的是,A.防风,B.白芷,C.羌活,D.苍耳子,E.藁本,B,B
